Timestamp,Device_ID,Device_Type,Parameter_Changed,New_Value,Trigger_Source,Outdoor_Temp_C,Feels_Like_Temp_C,Humidity_Pct,Wind_Speed_kmh,Cloud_Cover_Pct,UV_Index,Is_Raining,Minutes_Since_Sunset,Minutes_To_Sunrise,Is_Daylight,room,device_name,device_kind,Old_Value,previous_automation
2026-01-02 22:19:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human,23.3,24.6,52.0,11.1,15.0,0.0,0,246.4,-720.0,0,,,,,
2026-01-02 22:40:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human,23.5,22.4,59.0,15.4,10.0,0.0,0,267.4,-720.0,0,,,,,
2026-01-02 23:05:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human,26.4,18.9,53.0,13.2,27.0,0.0,0,292.4,-720.0,0,,,,,
2026-01-02 23:07:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,21.6,19.6,57.0,12.7,29.0,0.0,0,294.4,-720.0,0,,,,,
2026-01-02 23:08:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,26.9,20.4,45.0,18.4,9.0,0.0,0,295.4,-720.0,0,,,,,
2026-01-03 06:28:00,Garden_Irrigation_1,Smart Irrigation Controller,Zone 1 State,On,Human,20.0,22.4,62.0,10.0,12.0,0.0,0,-705.2,44.6,0,,,,,
2026-01-03 08:52:00,Hallway_Vacuum_1,Robot Vacuum,Cleaning State,Clean,Human,21.9,22.5,61.0,15.4,26.0,5.6,1,-561.2,-99.4,1,,,,,
2026-01-03 08:53:00,Hallway_Vacuum_1,Robot Vacuum,Suction Power,Max,Human,26.1,20.2,51.0,14.6,31.0,5.8,0,-560.2,-100.4,1,,,,,
2026-01-03 14:22:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human,21.6,22.1,45.0,12.2,20.0,4.4,0,-231.2,-429.4,1,,,,,
2026-01-03 14:23:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human,23.9,19.7,48.0,12.1,22.0,5.1,0,-230.2,-430.4,1,,,,,
2026-01-03 18:29:14,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human,21.9,23.9,49.0,18.0,26.0,0.0,0,16.0,-676.6,0,,,,,
2026-01-03 18:30:14,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human,20.5,24.7,51.0,14.8,34.0,0.0,0,17.0,-677.6,0,,,,,
2026-01-03 18:31:14,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3500,Human,21.4,23.3,50.0,5.0,11.0,0.0,0,18.0,-678.6,0,,,,,
2026-01-03 19:01:14,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human,22.7,21.9,57.0,11.3,6.0,0.0,0,48.0,-708.6,0,,,,,
2026-01-03 22:05:00,Bedroom_LED_2,Smart LED Bulb,Power State,On,Human,18.0,22.4,46.0,11.0,17.0,0.0,0,231.8,-720.0,0,,,,,
2026-01-03 22:06:00,Bedroom_LED_2,Smart LED Bulb,Brightness,40,Human,22.0,20.1,48.0,14.9,29.0,0.0,0,232.8,-720.0,0,,,,,
2026-01-03 22:07:00,Bedroom_LED_2,Smart LED Bulb,Color Temperature,3000,Human,16.7,18.5,52.0,24.1,5.0,0.0,0,233.8,-720.0,0,,,,,
2026-01-03 22:28:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human,21.0,19.1,56.0,13.6,17.0,0.0,0,254.8,-720.0,0,,,,,
2026-01-03 22:29:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human,20.0,21.5,45.0,12.6,33.0,0.0,0,255.8,-720.0,0,,,,,
2026-01-03 22:46:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human,22.9,23.7,52.0,9.9,12.0,0.0,0,272.8,-720.0,0,,,,,
2026-01-03 22:48:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,20.9,20.2,50.0,12.0,19.0,0.0,0,274.8,-720.0,0,,,,,
2026-01-03 22:49:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,20.2,21.8,53.0,11.5,24.0,0.0,0,275.8,-720.0,0,,,,,
2026-01-03 22:50:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human,22.9,18.4,53.0,10.9,13.0,0.0,0,276.8,-720.0,0,,,,,
2026-01-04 06:26:00,Garden_Irrigation_1,Smart Irrigation Controller,Zone 1 State,On,Human,22.0,22.6,46.0,12.2,21.0,0.0,0,-707.9,46.9,0,,,,,
2026-01-04 14:35:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human,23.7,20.4,58.0,11.2,28.0,4.7,0,-218.9,-442.1,1,,,,,
2026-01-04 14:36:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Fan,Human,22.6,19.6,48.0,15.6,9.0,6.8,0,-217.9,-443.1,1,,,,,
2026-01-04 18:24:51,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human,20.0,19.9,50.0,13.7,11.0,0.0,0,11.0,-671.9,0,,,,,
2026-01-04 18:25:51,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human,22.3,18.5,63.0,16.8,19.0,0.0,0,12.0,-672.9,0,,,,,
2026-01-04 18:26:51,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human,22.4,21.8,45.0,5.1,19.0,0.0,0,13.0,-673.9,0,,,,,
2026-01-04 19:01:51,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human,23.3,20.1,56.0,21.0,7.0,0.0,0,48.0,-708.9,0,,,,,
2026-01-04 21:54:00,Bedroom_LED_2,Smart LED Bulb,Power State,On,Human,20.7,21.1,56.0,5.8,13.0,0.0,0,220.1,-720.0,0,,,,,
2026-01-04 21:55:00,Bedroom_LED_2,Smart LED Bulb,Brightness,40,Human,24.2,21.1,50.0,10.8,6.0,0.0,1,221.1,-720.0,0,,,,,
2026-01-04 21:56:00,Bedroom_LED_2,Smart LED Bulb,Color Temperature,3000,Human,23.2,21.7,54.0,12.9,18.0,0.0,0,222.1,-720.0,0,,,,,
2026-01-04 22:25:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human,25.1,19.3,60.0,8.0,31.0,0.0,0,251.1,-720.0,0,,,,,
2026-01-04 22:26:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human,22.0,22.3,64.0,8.6,23.0,0.0,0,252.1,-720.0,0,,,,,
2026-01-04 22:38:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human,20.9,21.7,57.0,11.7,7.0,0.0,0,264.1,-720.0,0,,,,,
2026-01-04 22:56:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human,19.8,23.0,49.0,24.9,31.0,0.0,0,282.1,-720.0,0,,,,,
2026-01-04 22:58:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,22.0,21.5,50.0,8.0,17.0,0.0,0,284.1,-720.0,0,,,,,
2026-01-04 22:59:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,21.8,22.0,56.0,9.0,23.0,0.0,0,285.1,-720.0,0,,,,,
2026-01-05 06:22:00,Garden_Irrigation_1,Smart Irrigation Controller,Zone 1 State,On,Human,22.7,21.5,57.0,12.8,24.0,0.0,0,-712.5,51.2,0,,,,,
2026-01-05 06:50:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human,22.7,18.9,49.0,10.0,12.0,0.0,0,-684.5,23.2,0,,,,,
2026-01-05 06:51:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human,19.6,22.7,54.0,12.5,26.0,0.0,0,-683.5,22.2,0,,,,,
2026-01-05 06:52:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human,24.4,22.8,45.0,15.5,5.0,0.0,0,-682.5,21.2,0,,,,,
2026-01-05 07:29:11,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,87,Human,20.0,19.2,55.0,19.7,20.0,0.0,0,-645.3,-16.0,1,,,,,
2026-01-05 08:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human,21.6,21.3,52.0,8.4,26.0,6.6,0,-606.5,-54.8,1,,,,,
2026-01-05 08:09:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human,21.2,22.9,46.0,14.0,29.0,4.2,0,-605.5,-55.8,1,,,,,
2026-01-05 08:57:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human,23.9,23.1,50.0,12.2,9.0,5.6,0,-557.5,-103.8,1,,,,,
2026-01-05 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation,21.6,19.6,54.0,16.4,24.0,4.0,0,-374.5,-286.8,1,,,,,
2026-01-05 17:58:29,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human,20.6,18.5,59.0,10.5,10.0,4.9,0,-16.0,-645.3,1,,,,,
2026-01-05 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation,24.2,17.8,53.0,14.9,26.0,0.0,0,-14.5,-646.8,1,,,,,
2026-01-05 18:29:29,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human,25.8,20.4,60.0,8.6,34.0,0.0,0,15.0,-676.3,0,,,,,
2026-01-05 18:30:29,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human,24.5,19.7,55.0,10.0,8.0,0.0,0,16.0,-677.3,0,,,,,
2026-01-05 18:31:29,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human,20.8,19.8,47.0,9.7,16.0,0.0,1,17.0,-678.3,0,,,,,
2026-01-05 19:11:29,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human,22.3,23.0,55.0,14.0,13.0,0.0,0,57.0,-718.3,0,,,,,
2026-01-05 22:03:00,Bedroom_LED_2,Smart LED Bulb,Power State,On,Human,21.9,22.8,45.0,12.1,12.0,0.0,0,228.5,-720.0,0,,,,,
2026-01-05 22:04:00,Bedroom_LED_2,Smart LED Bulb,Brightness,30,Human,23.4,21.6,48.0,9.0,15.0,0.0,0,229.5,-720.0,0,,,,,
2026-01-05 22:05:00,Bedroom_LED_2,Smart LED Bulb,Color Temperature,2700,Human,19.1,25.4,61.0,9.5,30.0,0.0,0,230.5,-720.0,0,,,,,
2026-01-05 22:24:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human,20.3,21.7,45.0,14.0,7.0,0.0,0,249.5,-720.0,0,,,,,
2026-01-05 22:25:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human,23.7,20.7,60.0,12.8,31.0,0.0,0,250.5,-720.0,0,,,,,
2026-01-05 22:46:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human,25.2,19.6,49.0,9.9,19.0,0.0,0,271.5,-720.0,0,,,,,
2026-01-05 22:48:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,25.1,22.9,49.0,9.8,27.0,0.0,0,273.5,-720.0,0,,,,,
2026-01-05 22:49:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,24.4,19.4,58.0,12.7,6.0,0.0,0,274.5,-720.0,0,,,,,
2026-01-05 22:50:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human,20.0,21.2,51.0,17.8,25.0,0.0,0,275.5,-720.0,0,,,,,
2026-01-06 06:23:00,Garden_Irrigation_1,Smart Irrigation Controller,Zone 1 State,On,Human,23.4,18.7,57.0,11.3,20.0,0.0,0,-712.1,50.4,0,,,,,
2026-01-06 06:48:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human,23.2,20.7,47.0,7.1,27.0,0.0,0,-687.1,25.4,0,,,,,
2026-01-06 06:49:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human,19.7,17.8,63.0,9.4,11.0,0.0,0,-686.1,24.4,0,,,,,
2026-01-06 06:50:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,High,Human,19.4,19.4,51.0,14.8,20.0,0.0,0,-685.1,23.4,0,,,,,
2026-01-06 07:33:26,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,79,Human,17.4,22.6,63.0,12.6,27.0,0.0,0,-641.7,-20.0,1,,,,,
2026-01-06 08:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human,19.7,19.9,58.0,11.2,21.0,5.8,1,-612.1,-49.6,1,,,,,
2026-01-06 08:04:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human,22.3,19.3,47.0,15.8,11.0,6.5,0,-611.1,-50.6,1,,,,,
2026-01-06 09:07:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human,22.6,19.1,49.0,8.2,11.0,6.6,0,-548.1,-113.6,1,,,,,
2026-01-06 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation,25.1,19.9,54.0,13.6,14.0,7.3,0,-375.1,-286.6,1,,,,,
2026-01-06 17:59:07,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human,24.3,22.1,63.0,11.8,22.0,6.0,0,-16.0,-645.7,1,,,,,
2026-01-06 18:30:07,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human,19.7,21.8,57.0,19.5,25.0,0.0,0,15.0,-676.7,0,,,,,
2026-01-06 18:31:07,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human,18.6,18.8,61.0,8.9,8.0,0.0,0,16.0,-677.7,0,,,,,
2026-01-06 18:32:07,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human,20.8,22.1,61.0,6.4,14.0,0.0,0,17.0,-678.7,0,,,,,
2026-01-06 19:02:07,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human,22.9,20.6,51.0,12.4,10.0,0.0,0,47.0,-708.7,0,,,,,
2026-01-06 21:57:00,Bedroom_LED_2,Smart LED Bulb,Power State,On,Human,22.2,22.4,52.0,8.1,15.0,0.0,0,221.9,-720.0,0,,,,,
2026-01-06 21:58:00,Bedroom_LED_2,Smart LED Bulb,Brightness,40,Human,21.4,21.6,45.0,14.5,25.0,0.0,0,222.9,-720.0,0,,,,,
2026-01-06 21:59:00,Bedroom_LED_2,Smart LED Bulb,Color Temperature,3000,Human,20.8,21.5,54.0,15.2,10.0,0.0,1,223.9,-720.0,0,,,,,
2026-01-06 22:17:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human,19.7,19.4,58.0,10.5,16.0,0.0,1,241.9,-720.0,0,,,,,
2026-01-06 22:18:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human,22.7,25.1,55.0,11.7,34.0,0.0,0,242.9,-720.0,0,,,,,
2026-01-06 22:54:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human,18.8,25.1,59.0,8.9,15.0,0.0,0,278.9,-720.0,0,,,,,
2026-01-06 23:14:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human,19.8,18.8,53.0,11.5,12.0,0.0,0,298.9,-720.0,0,,,,,
2026-01-06 23:16:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,21.4,22.3,47.0,6.4,6.0,0.0,0,300.9,-720.0,0,,,,,
2026-01-06 23:17:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,24.5,24.7,48.0,18.2,17.0,0.0,0,301.9,-720.0,0,,,,,
2026-01-07 06:30:00,Garden_Irrigation_1,Smart Irrigation Controller,Zone 1 State,On,Human,21.0,20.5,61.0,18.9,10.0,0.0,0,-705.8,43.7,0,,,,,
2026-01-07 06:55:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human,21.5,19.2,54.0,6.9,12.0,0.0,0,-680.8,18.7,0,,,,,
2026-01-07 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human,21.9,19.9,45.0,12.7,28.0,0.0,0,-679.8,17.7,0,,,,,
2026-01-07 06:57:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human,19.1,20.5,53.0,12.2,21.0,0.0,0,-678.8,16.7,0,,,,,
2026-01-07 07:23:41,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,82,Human,24.0,20.1,62.0,15.0,17.0,0.0,0,-652.1,-10.0,1,,,,,
2026-01-07 08:09:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human,20.5,21.7,55.0,9.5,24.0,6.9,0,-606.8,-55.3,1,,,,,
2026-01-07 08:10:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human,21.7,18.8,53.0,3.6,13.0,4.8,0,-605.8,-56.3,1,,,,,
2026-01-07 08:50:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human,21.5,21.7,57.0,10.2,27.0,4.1,0,-565.8,-96.3,1,,,,,
2026-01-07 18:15:45,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human,23.4,22.1,63.0,20.8,28.0,0.0,0,0.0,-662.1,1,,,,,
2026-01-07 18:27:45,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human,23.5,18.6,46.0,16.0,34.0,0.0,0,12.0,-674.1,0,,,,,
2026-01-07 18:28:45,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human,22.8,23.6,47.0,9.2,15.0,0.0,0,13.0,-675.1,0,,,,,
2026-01-07 18:29:45,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human,24.5,22.8,47.0,11.1,28.0,0.0,0,14.0,-676.1,0,,,,,
2026-01-07 19:03:45,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human,19.1,18.6,56.0,12.6,25.0,0.0,0,48.0,-710.1,0,,,,,
2026-01-07 21:59:00,Bedroom_LED_2,Smart LED Bulb,Power State,On,Human,26.2,19.5,49.0,13.3,23.0,0.0,0,223.2,-720.0,0,,,,,
2026-01-07 22:00:00,Bedroom_LED_2,Smart LED Bulb,Brightness,40,Human,23.2,24.4,59.0,7.7,23.0,0.0,0,224.2,-720.0,0,,,,,
2026-01-07 22:01:00,Bedroom_LED_2,Smart LED Bulb,Color Temperature,3000,Human,20.3,16.7,59.0,4.4,27.0,0.0,0,225.2,-720.0,0,,,,,
2026-01-07 22:24:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human,20.0,18.5,49.0,13.6,17.0,0.0,0,248.2,-720.0,0,,,,,
2026-01-07 22:25:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human,20.4,23.9,51.0,9.3,30.0,0.0,0,249.2,-720.0,0,,,,,
2026-01-07 22:42:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human,23.7,21.6,56.0,12.5,29.0,0.0,1,266.2,-720.0,0,,,,,
2026-01-07 23:04:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human,23.6,17.4,45.0,7.0,23.0,0.0,0,288.2,-720.0,0,,,,,
2026-01-07 23:06:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,17.2,24.0,46.0,19.7,21.0,0.0,0,290.2,-720.0,0,,,,,
2026-01-07 23:07:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human,24.2,23.0,47.0,12.1,13.0,0.0,0,291.2,-720.0,0,,,,,
2026-01-08 06:31:00,Garden_Irrigation_1,Smart Irrigation Controller,Zone 1 State,On,Human,21.6,23.3,57.0,12.4,9.0,0.0,0,-705.4,42.9,0,,,,,
2026-01-08 07:04:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human,23.3,17.5,45.0,0.0,12.0,0.0,0,-672.4,9.9,0,,,,,
2026-01-08 07:05:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human,19.8,17.3,62.0,9.3,13.0,0.0,0,-671.4,8.9,0,,,,,
